,labels,text
10,6,"As transferências de recursos no âmbito do SUS sujeitam-se à fiscalização do TCU, independentemente da forma como os valores foram descentralizados, se mediante convênio, transferência fundo a fundo ou repassados com base em outro instrumento ou ato legal."
11,6,"O TCU tem competência para determinar a instituição financeira oficial a devolução de saldo remanescente em conta corrente vinculada a convênio, não representando tal determinação afronta às regras de direito civil que regem o contrato de depósito."
12,6,"Não cabe ao TCU impor parâmetros ou metas de rentabilidade ou de eficiência às entidades fechadas de previdência complementar patrocinadas pela União, pelas sociedades de economia mista e pelas empresas públicas federais, mas é da sua competência verificar a legalidade, a legitimidade, a eficiência e a eficácia da aplicação dos recursos públicos, sobretudo nas hipóteses de operações que possam gerar prejuízos ao erário."
13,6,"Não se pode opor sigilo bancário e empresarial ao TCU no caso de operações financeiras realizadas com recursos de origem pública, entretanto as informações acessadas devem ter sua publicidade restrita ao Tribunal, não podendo ser compartilhadas com outros órgãos de controle ou mesmo com comissão parlamentar de inquérito, salvo por determinação judicial."
14,6,"Quando a aplicação de recursos do SUS for decorrente de financiamento tripartite e houver desobediência a normativos que determinam o uso de contas específicas para movimentação dos recursos, dificultando a identificação da origem dos valores aplicados, a competência para fiscalizar a utilização dos recursos públicos é dos tribunais de contas das três esferas da Federação."
15,6,"O TCU tem competência para decretar a indisponibilidade de bens de particulares contratados por ente da Administração Pública Federal que deram causa a desvio de dinheiro público ou de terceiros que, na condição de interessado, possam ter concorrido para o dano ao erário (art. 44, § 2º, da Lei 8.443/1992) ."
16,6,"Não pode o TCU substituir a Administração na atividade de promover a gestão pública, de modo a dizer previamente qual é a melhor alternativa que o gestor público deve adotar. O Tribunal não é órgão consultivo da Administração Pública, cabendo ao gestor efetuar o juízo acerca da solução que melhor atenda ao interesse público, para, então, decidir sobre sua forma de ação."
17,6,"As contribuições sindicais compulsórias possuem natureza tributária, constituem receita pública e estão os responsáveis por sua gestão, desse modo, sujeitos à competência fiscalizatória do TCU, a qual não representa violação à autonomia sindical."
18,6,"Não cabe ao TCU rever ou alterar as estimativas populacionais do IBGE que servem de base para o cálculo dos coeficientes de participação no FPM. O rateio das cotas do FPM é procedimento técnico vinculado, sem que o Tribunal possa dele se afastar, sob o risco de viciar, com erro de natureza formal, decisão normativa que fixar os coeficientes de participação a serem empregados pelo Banco do Brasil na apuração dos valores das respectivas cotas."
19,6,"O TCU, no uso de suas competências constitucionais, exerce o controle do poder discricionário da Administração Pública, por meio da proteção e da concretização dos princípios constitucionais e diretrizes legais aplicáveis, bem assim pelo critério da razoabilidade, controlando eventuais omissões, excessos ou insuficiências na atuação dos órgãos e entidades envolvidos."
20,6,"Os recursos oriundos de operações de crédito entre o BNDES e os estados da Federação não se sujeitam ao controle externo exercido pelo TCU, pois essas operações se configuram como contrato oneroso de financiamento, salvo quando restar comprovado que as operações contemplam o implícito ou explícito aporte de juros subsidiados pelo Tesouro Nacional."
21,6,"A possibilidade de o TCU apreciar a constitucionalidade de leis e atos do Poder Público (Súmula STF 347) está adstrita ao exame de caso concreto, sem alcançar consulta sobre caso hipotético."
22,6,"O fato de o processo ter se originado em razão de indícios de irregularidades apontados em denúncia anônima não representa óbice à atuação do TCU, tendo em vista a prerrogativa constitucional e legal do Tribunal de, por iniciativa própria, realizar fiscalizações."
23,6,"A existência de cláusulas em acordos de leniência ou de colaboração premiada que vedem o compartilhamento de provas neles produzidas para utilização nas esferas cíveis e administrativas em prejuízo do colaborador não afasta as competências constitucionais e legais do TCU e, portanto, não impede que a Corte de Contas proceda à citação do colaborador, com fundamento em tais provas, para que responda por eventuais danos causados ao erário."
24,6,"A competência do TCU, no tocante às operações de crédito contraídas por pessoas jurídicas de direito público interno, limita-se à fiscalização e ao controle das garantias prestadas pela União, sem interferência direta na aplicação dos recursos envolvidos, em face da autonomia dos entes federados, prevista no art. 18, <i>caput</i>, da Constituição Federal."
25,6,"Não é da competência do TCU, em tese ou no caso concreto, aprovar ou reprovar TAC celebrado por agência reguladora, tampouco decidir sobre a opção regulatória adotada, sem prejuízo da sua prerrogativa de se posicionar quanto à legalidade e à legitimidade de cláusulas inseridas no acordo."
26,6,"Os atos negociais da Administração praticados no âmbito de TAC, quando envolvem transação de bens e recursos públicos, estão sujeitos à jurisdição do TCU, tal qual ocorre com os procedimentos de mediação (Lei 13.140/2015) ou com os acordos de leniência previstos na Lei Anticorrupção (Lei 12.846/2013) , cabendo, caso a caso, a avaliação de conveniência e oportunidade de o Tribunal atuar, com base em critérios de materialidade, relevância e risco."
27,6,"Não compete ao TCU avaliar a possibilidade de cessão de posições nos contratos de exportação de bens e serviços de empresas exportadoras brasileiras, por se tratar de gerência de ações de interesse privado e por não envolver a participação de administradores públicos ou algum ato de gestão pública passível de se submeter ao controle externo da Administração Pública Federal. No entanto, havendo cessão de direitos e obrigações, o Tribunal pode avaliar se os contratos de financiamento à exportação firmados pelo BNDES foram adequadamente ajustados aos novos termos dos contratos de exportação."
28,6,Não caracteriza prejulgamento pelo TCU a determinação para que órgão ou entidade da Administração Pública Federal apure fatos e adote providências de responsabilização dos agentes envolvidos em supostas irregularidades.  
29,6,"Compete ao TCU a apreciação da constitucionalidade das leis e dos atos do Poder Público em caráter incidental e a cada caso concreto que lhe é submetido (Súmula STF 347) , com efeitos apenas entre as partes, haja vista que a declaração de inconstitucionalidade em abstrato, com efeito <i>erga omnes</i>, compete somente ao STF."
30,6,"A fiscalização da aplicação dos recursos do Fundef e do Fundeb, quando há complementação da União, é de competência concorrente entre o TCU e os tribunais de contas dos estados ou dos municípios, conforme o caso, ainda que a receita decorra de decisão judicial."
31,6,"O TCU tem competência para decretar a indisponibilidade de bens de pessoas físicas e jurídicas não integrantes do setor público, quando elas contribuírem para perda, extravio ou outra irregularidade de que resulte prejuízo ao erário."
32,6,Os recursos oriundos de operações de crédito entre o BNDES e os estados da Federação não se sujeitam ao controle externo exercido pelo TCU. O acompanhamento dos procedimentos licitatórios e das execuções contratuais relativos à utilização desses recursos é de competência legal dos respectivos tribunais de contas. A competência do Tribunal é limitada à análise dos procedimentos de contratação das operações de crédito e à verificação da adequação e da suficiência das garantias.
33,6,"Compete ao TCU fiscalizar a aplicação dos recursos decorrentes da complementação da União ao Fundef e ao Fundeb, ainda que esses pagamentos decorram de sentença judicial, uma vez que são recursos da União."
34,6,"Ainda que não possam ser caracterizados como atos administrativos em sentido estrito, os atos negociais da Administração praticados no âmbito de procedimento de mediação (Lei 13.140/2015) , quando envolvem transação de bens e recursos públicos, estão sujeitos à jurisdição do TCU, cabendo, caso a caso, a avaliação de conveniência e oportunidade de atuar, com base em critérios de materialidade, relevância e risco. "
35,6,"O TCU não tem competência para decidir sobre a distribuição interna de recursos estaduais e municipais provenientes da Lei 13.254/2016, alterada pela Lei 13.428/2017 (Regime Especial de Regularização Cambial e Tributária) ."
36,6,"Compete ao TCU fiscalizar recursos do SUS repassados aos entes federados na modalidade de transferência fundo a fundo, sendo irrelevante se tratar de transferência legal e não de transferência voluntária."
37,6,"Não cabe ao TCU determinar, com base em decisão do STF a que foi reconhecida repercussão geral, a cessação dos pagamentos de parcela de quintos cuja percepção está amparada por decisão judicial transitada em julgado, uma vez que o pronunciamento em sede de repercussão geral não é fundamento suficiente para, isoladamente, ensejar o ajuizamento da ação rescisória, único instrumento hábil a desconstituir a coisa julgada."
38,6,"Não pode o TCU substituir a Administração na atividade de promover a gestão pública, de modo a dizer previamente qual é a melhor alternativa que o gestor público deve adotar. O Tribunal não é órgão consultivo da Administração Pública, cabendo ao gestor efetuar o juízo acerca da solução que melhor atenda ao interesse público, para, então, decidir sobre sua forma de ação."
39,6,"A pena de inidoneidade para participar de licitação na Administração Pública Federal (art. 46 da Lei 8.443/1992) não pode ser aplicada a empresas que apresentam cotações de preços fraudulentas em procedimentos realizados por entidades privadas convenentes, uma vez que essas cotações não se conformam à categoria de procedimento licitatório."
40,6,"A celebração de acordos de colaboração premiada (Lei 12.850/2013) , ainda que contenham cláusula de vedação ao compartilhamento de provas neles produzidas para utilização nas esferas cível e administrativa em prejuízo do colaborador, não afasta as competências constitucionais e legais do TCU e, portanto, não impede que o Tribunal proceda à citação do colaborador, com fundamento em tais provas, para que responda por eventuais danos causados ao erário."
41,6,"O Tribunal de Contas da União é competente para fiscalizar diretamente as entidades fechadas de previdência complementar patrocinadas pelo poder público, pelas sociedades de economia mista e pelas empresas públicas federais."
42,6,"Os recursos que integram as contas individuais dos participantes das entidades fechadas de previdência complementar (EFPC) , quer oriundos do patrocínio de órgãos públicos ou de entidade de natureza jurídica de direito privado, quer das contribuições individuais dos participantes, enquanto administrados por EFPC, são considerados de caráter público. "
43,6,"O TCU não tem competência para fiscalizar contratos privados celebrados por pessoa jurídica de direito privado sem fins lucrativos responsável pela administração de planos de assistência à saúde de funcionários de empresa pública, cabendo ao Tribunal, todavia, fiscalizar a participação da estatal na referida entidade privada e os mecanismos de governança corporativa empregados nessa participação."
44,6,"No exame de processos licitatórios para aquisição de medicamentos pelo Ministério da Saúde, o TCU tem competência restrita, não podendo afirmar que os fármacos são semelhantes ou têm má qualidade, mas apenas opinar sobre a existência de indícios de semelhanças ou de condições materiais inadequadas, pois a responsabilidade primária pela indicação de medicamentos é do referido ministério, com apoio da Anvisa."
45,6,"A aprovação das contas dos recursos transferidos fundo a fundo no âmbito do SUS pelo tribunal de contas com atribuições originárias para tanto (art. 6º do Decreto 1.651/1995) , embora não vincule a atuação do TCU, indica que não houve malversação de recursos públicos."
46,6,Não cabe ao TCU disciplinar como se dará a distribuição interna de atribuições no âmbito do jurisdicionado para fazer valer as determinações emanadas pelo Tribunal. 
47,6,"As deliberações do TCU, em matérias de sua competência, devem ser adotadas pelos órgãos do Poder Judiciário mesmo em caso de eventual conflito com o Conselho Nacional de Justiça, conforme preconiza textualmente o art. 103-B, § 4º, inciso II, <i>in fine</i>, da Constituição Federal."
48,6,"O TCU pode determinar aos gestores a apuração de fatos e condutas de agentes públicos que sejam prejudiciais ao erário ou que configurem atos de gestão ilegais ou ilegítimos, não tendo, contudo, competência para determinar diretamente a instauração ou para controlar resultados de sindicâncias ou de procedimentos administrativos disciplinares."
49,6,"O TCU não tem competência para promover, em abstrato, o controle formal e material da legalidade e da constitucionalidade de atos normativos infralegais; porém, pode apreciar a constitucionalidade de normas jurídicas e atos do Poder Público, em controle difuso, de modo incidental, nos processos em que sejam analisadas matérias de sua competência (Súmula STF 347) ."
50,6,"O TCU não possui jurisdição sobre a utilização dos recursos provenientes do Fundo de Participação dos Municípios após a sua entrega ao ente federado, ficando essa responsabilidade a cargo dos respectivos tribunais de contas estaduais ou municipais. "
51,6,"A instrução processual realizada por unidade do TCU sediada em estado da Federação distinto daquele em que os fatos ocorreram não configura ilegalidade, já que o Tribunal exerce sua jurisdição, de matiz constitucional e legal, em todo o território nacional, a teor do disposto no art. 1º, inciso I, da Lei 8.443/1992."
52,6,"As contribuições sindicais compulsórias possuem natureza tributária, constituem receita pública e estão os responsáveis por sua gestão, desse modo, sujeitos à competência fiscalizatória do TCU, a qual não representa violação à autonomia sindical."
53,6,"As informações sobre operações financeiras que envolvam recursos públicos não estão abrangidas pelo sigilo bancário a que alude a LC 105/2001, visto que operações da espécie estão submetidas aos princípios constitucionais da Administração Pública. É prerrogativa do TCU o acesso a essas informações, independentemente de autorização judicial."
54,6,"A jurisdição do TCU sobre o Comitê Organizador dos Jogos Rio 2016 alcança qualquer assunção de serviço pela União de responsabilidade prévia do Comitê Rio-2016 ou transferência de recurso federal àquela entidade, independentemente da denominação dada, não se esgotando na fiscalização da garantia de cobertura do déficit operacional (art. 15 da Lei 12.035/2009, revogado) ."
55,6,"O TCU pode determinar que o órgão concedente reexamine prestações de contas de recursos da União repassados a entes públicos ou privados e, se for o caso, adote as medidas para a instauração de tomada de contas especial, não sendo possível, pois, conferir ao ato que examinou a prestação de contas, no âmbito do órgão concedente, a condição de imutável ou definitivo."
56,6,"Contratação emergencial é ato de gestão e a sua ratificação não está entre as atribuições legais e constitucionais do TCU, cabendo ao gestor avaliar a conveniência e a oportunidade da prática de atos dessa natureza."
57,6,"O TCU tem competência para realizar inspeções e diligências para averiguação das disponibilidades financeiras das federações estaduais vinculadas às confederações nacionais que recebem repasses de entidades do Sistema S, exclusivamente quanto aos recursos que possuam origem tributária. A presença de verbas de natureza privada nas disponibilidades financeiras daquelas entidades não afasta a competência do Tribunal sobre o exame da parcela dos recursos de origem pública."
58,6,"A complementação das verbas do Fundeb pela União atrai a competência do TCU para fiscalizar o cumprimento de todo o conjunto de obrigações impostas pelas normas de regência aos entes envolvidos pelo custeio, não se limitando o controle externo do Tribunal aos aspectos financeiros da gestão. Portanto, o TCU pode fiscalizar a integralidade das despesas realizadas, devendo, contudo, no caso da eventual condenação em débito, limitar o montante da dívida ao valor da complementação da União e dos outros repasses federais envolvidos. "
59,6,"A existência de recursos da União aplicados no convênio atrai a jurisdição do TCU, de modo que deliberações de tribunal de contas local e câmara municipal não afetam nem vinculam o julgamento do Tribunal."
60,6,"No exercício de suas competências constitucionais, o TCU pode desconsiderar a personalidade jurídica para atingir os verdadeiros responsáveis pelos atos tidos como irregulares. A desconsideração da personalidade jurídica não é atividade privativa do Poder Judiciário."
61,6,"O TCU não pode autorizar a utilização de recursos de outros entes da Federação para compensar sobrepreço apurado no uso de recursos da União, porque - afora a impossibilidade legal de autorizar contratos contendo preços acima dos valores de referência - não detém jurisdição sobre recursos próprios de estados e municípios. "
62,6,"A competência primária de fiscalizar e de tomar contas relativas a recursos doados a fundos dos direitos da criança e do adolescente estaduais, municipais e distrital, com amparo no art. 260 da Lei 8.069/1990 (Estatuto da Criança e do Adolescente &#8211; ECA) , é dos conselhos de direitos, dos órgãos de controle interno do Poder Executivo e do controle externo exercido pelo Poder Legislativo e pelo Tribunal de Contas, bem como pelo Ministério Público dos respectivos entes federados titulares dos mencionados fundos (arts. 95 e 260-J da Lei 8.069/1990 e 22 da Resolução Conanda 137/2010) ."
63,6,"Nas representações ou denúncias a respeito de irregularidades concernentes à conformidade de procedimentos administrativos adotados pelos gestores dos fundos dos direitos da criança e do adolescente estaduais, municipais e distrital, que tenham recebido doações nos termos da Lei 8.069/1990 (Estatuto da Criança e do Adolescente &#8211; ECA) , se não evidenciados indícios de dano ao erário ou desvio de finalidade, o exame dos fatos deve ser primariamente submetido ao órgão de controle ao qual presta contas o administrador cujos atos estão sendo reputados irregulares."
64,6,"A competência do TCU para fiscalizar a aplicação das renúncias de receitas fiscais da União contempladas no art. 260 da Lei 8.069/1990 (Estatuto da Criança e do Adolescente &#8211; ECA)  deve ser efetivada, preferencialmente, mediante inspeções e auditorias, estando os gestores dos fundos dos direitos da criança e do adolescente estaduais, municipais e distrital, caso tenham recebido doações nos termos da Lei 8.069/1990, e demais entidades que gerenciam tais recursos obrigados a apresentar as contas especiais nas hipóteses estabelecidas no art. 8º da Lei 8.443/1992, consoante a IN-TCU 71/2012 e normas correlatas."
65,6,"O TCU, de forma complementar à atuação dos órgãos de controle interno e externo municipais, estaduais e distrital, também é competente para fiscalizar a aplicação das renúncias de receitas fiscais da União contempladas no art. 260 da Lei 8.069/1990 (Estatuto da Criança e do Adolescente &#8211; ECA) , ainda que esses valores passem a compor o orçamento de outro ente da Federação (arts. 70 e 71 da Constituição Federal, 1º, § 1º, da Lei 8.443/1992, 257 do Regimento Interno do TCU e 2º da IN-TCU 4/1994) ."
66,6,O processo administrativo disciplinar (PAD) não se encontra submetido ao controle externo.
67,6,"O TCU não tem competência, no âmbito do Programa Mais Médicos, para intervir nas relações estabelecidas entre o governo cubano e a Organização Pan-Americana da Saúde (OPAS) , uma vez que essas relações se assemelham àquelas constituídas por dois estados estrangeiros, já que ambos possuem imunidade de jurisdição."
68,6,"Ao decidir pela ilegalidade do ato de aposentadoria para fins de registro, não cabe ao Tribunal estabelecer remuneração e demais condições em que se dará eventual reincorporação de servidor ao quadro funcional. "
69,6,"<b>N</b>ão compete ao TCU estabelecer as ações de caráter operacional que devem ser implementadas pelas unidades jurisdicionadas para dar cumprimento às decisões do Tribunal, uma vez que essas providências se inserem no âmbito de discricionariedade do administrador público."
70,6,A tutela provisória concedida pelo STF no MS 33702/DF não impede que o TCU aprecie a legalidade ou a ilegalidade de outros atos de aposentadoria referentes à transposição do regime celetista para o regime estatutário de ex-empregados de estatais anistiados.
71,6,"Na análise de representações fundamentadas no art. 113, § 1º, da Lei 8.666/1993, deve ser avaliado o risco de lesão ao interesse público decorrente do desfazimento do ato administrativo irregular, de modo a não permitir que a revisão do ato maculado provoque prejuízo ao interesse público superior ao que se quer proteger. A competência do TCU, nos processos de representação, se destina a assegurar primordialmente a observância do interesse público, e não de interesse meramente privado."
72,6,"Não cabe ao TCU fixar o conceito de pequenas comunidades para fins de identificação das ações e dos serviços de saneamento a serem contabilizados no piso constitucional da saúde, mas apenas verificar a razoabilidade do critério adotado."
73,6,A tutela provisória concedida pelo STF no MS 33702/DF não impede que o TCU delibere sobre a legalidade ou ilegalidade de outros atos de aposentadoria referentes à transposição do regime celetista para o regime estatutário de ex-empregados de estatais anistiados.
74,6,"Compete ao TCU fiscalizar recursos do SUS repassados aos entes federados na modalidade de transferência fundo a fundo, ainda que incorporados ao patrimônio do ente, uma vez que constituem recursos originários da União e, portanto, sujeitam-se à fiscalização do Tribunal, sendo irrelevante se tratar de transferência legal, e não de transferência voluntária."
75,6,"O TCU tem competência para determinar a instituição financeira oficial a devolução de saldo remanescente em conta corrente vinculada a convênio, ainda que de titularidade de entidade privada, não representando, tal determinação, afronta às regras de direito civil que regem o contrato de depósito."
76,6,"O TCU não pode promover alterações nos coeficientes do Fundo de Participação dos Municípios, vigentes num determinado exercício, logo após a publicação da relação de populações pelo IBGE, porquanto esses dados só serão utilizados no cálculo do FPM a viger no exercício seguinte. "
77,6,"A competência do TCU no que se refere às admissões de pessoal e às concessões de aposentadorias, reformas e pensões, para fins de registro, limita-se à aferição da legalidade dos respectivos atos, à luz dos elementos que os suportam, não cabendo ao Tribunal efetuar qualquer alteração nos títulos jurídicos emitidos pelos órgãos de origem."
78,6,"O TCU não pode determinar ao prefeito a inclusão no orçamento municipal de recursos para satisfazer débito que foi imputado ao município, pois inexiste norma legal ou constitucional que imponha ao prefeito essa obrigação ou que atribua ao Tribunal tal poder mandamental. Exceto no que tange às despesas obrigatórias, encontra-se na esfera de autonomia do chefe do Poder Executivo decidir a programação a constar nos projetos de leis orçamentárias ou nos de créditos adicionais."
79,6,"A jurisdição do TCU sobre a parcela da arrecadação do DPVAT destinada à operacionalização do seguro não é direta, e sim de segunda ordem, sendo seu objeto a atuação do Conselho Nacional de Seguros Privados e da Superintendência de Seguros Privados como agentes estatais reguladores e fiscalizadores da atividade, pois a operacionalização &#8211; que envolve, basicamente, a arrecadação dos prêmios e o pagamento das indenizações &#8211; constitui atividade eminentemente privada, assim como privados são os recursos envolvidos."
80,6,"A parcela do Seguro DPVAT destinada à União se trata de receita pública federal, cuja arrecadação, sob os aspectos administrativos, se insere no rol de objetos passíveis de controle pelo TCU. "
81,6,"A competência originária do Conselho Nacional de Seguros Privados e da Superintendência de Seguros Privados para fiscalizar a seguradora responsável pela operacionalização do seguro DPVAT não impede a atuação cooperativa e suplementar do TCU, que pode, ainda que de forma indireta, por intermédio de recomendações e, em caso de ilegalidade, de determinações dirigidas às entidades reguladoras, fiscalizar a atividade. "
82,6,O TCU é competente para fiscalizar a aplicação dos recursos relativos a acordos de cooperação firmados entre a União e organismo internacional quando houver repasses de recursos federais.
83,6,"Incorpora-se ao patrimônio do ente federado convenente o objeto de convênio cuja efetiva execução e regular aplicação dos recursos fora comprovada, não se inserindo na competência do TCU a apreciação do uso que posteriormente vier a ser dado a esse objeto."
84,6,"Não compete ao TCU apreciar o descumprimento de ordens judiciais por parte de agentes públicos, salvo quando resultar em injustificado dano ao erário federal."
85,6,"O TCU não detém competência para examinar eventuais irregularidades praticadas no âmbito de convênio firmado entre a União e organização internacional, se a organização e seus agentes gozarem de imunidade de jurisdição decorrente de acordo internacional, inviabilizando-se, por consequência, determinação para inscrição do nome dos responsáveis no Cadin ou para manutenção de registro de dívidas em seus nomes."
86,6,"Não compete ao TCU controlar ou interferir em sindicâncias ou procedimentos administrativos disciplinares, ainda que instaurados em virtude de suas deliberações, cabendo ao Tribunal apenas monitorar o cumprimento da decisão. "
87,6,"Os recursos repassados aos demais entes da Federação em decorrência de obrigação definida em lei específica, as chamadas transferências legais, constituem recursos da União e, portanto, estão sujeitos à fiscalização do TCU."
88,6,"O crédito instalação, uma vez repassado aos assentados, deixa de ter natureza pública. Dessa forma, sua aplicação pelos beneficiários não se caracteriza como ato de gestão de recursos públicos, nem está sujeita às regras aplicáveis às contratações públicas, não sendo cabível a instauração de tomada de contas especial."
89,6,O TCU tem competência para fiscalizar os chamamentos públicos de seleção e autorização para o funcionamento de cursos de medicina (art. 3º da Lei 12.871/2013) . 
90,6,"As sociedades de propósito específico (SPE) , constituídas mediante participação societária de entidades públicas e empresas privadas, estão sujeitas à fiscalização do TCU, ainda que a entidade pública figure na condição de acionista minoritária. "
91,6,"Não compete ao TCU a apuração e o julgamento de infrações disciplinares cometidas por servidores. Nos termos do art. 143 da Lei 8.112/1990, a apuração dos fatos incumbe, mediante rito próprio, aos dirigentes do órgão de lotação dos servidores.  "
92,6,"O cumprimento de determinações do TCU não está sujeito a juízo de conveniência e oportunidade dos gestores integrantes da Administração Pública, uma vez que elas se revestem de força cogente. Havendo dúvidas ou inconformismo em relação a deliberação do Tribunal, cabe ao sucumbente interpor, tempestivamente, os recursos próprios previstos na Lei Orgânica do TCU e no seu Regimento Interno, e não optar por descumprir de forma injustificada a determinação."
93,6,Não compete ao TCU o exame de prejuízos ao Fundo de Garantia do Tempo de Serviço (FGTS) decorrentes do não recolhimento ou recolhimento a menor de contribuições devidas por empresas.
94,6,"Havendo vício de vontade na constituição de contrato internacional, com prejuízo para empresa estatal da União, caracteriza-se ofensa à ordem pública nacional, ensejando a aplicação do ordenamento jurídico brasileiro, com a consequente jurisdição do TCU sobre empresa estrangeira que eventualmente tenha concorrido para o dano, podendo o Tribunal determinar sua citação, ainda que o contrato tenha previsto a realização de arbitragem e a aplicação de lei estrangeira para a solução das controvérsias dele decorrentes. "
95,6,"Não compete ao TCU atuar como instância revisora de pena administrativa aplicada a particulares por órgão ou entidade da Administração Pública, que poderão, caso queiram, recorrer ao Poder Judiciário para defesa de seus interesses subjetivos. "
96,6,"Compete ao TCU fiscalizar recursos do Sistema Único de Saúde repassados aos entes federados na modalidade de transferência fundo a fundo, ainda que incorporados ao patrimônio do ente, uma vez que constituem recursos originários da União e, portanto, sujeitam-se à fiscalização do Tribunal."
97,6,"No que se refere ao Operador Nacional do Sistema Elétrico (ONS) , o TCU possui competência para exercer o controle de segunda ordem sobre as atividades finalísticas e o controle dos atos de gestão praticados no âmbito da entidade, a fim de verificar se estão de acordo com os princípios da legalidade, impessoalidade, moralidade, publicidade e eficiência (art. 37, <i>caput</i>, da Constituição Federal) . "
98,6,"Existindo recursos da União no empreendimento auditado, o TCU não se encontra vinculado a termo de ajustamento de gestão celebrado por outro tribunal de contas com o ente da federação responsável pela execução do objeto. "
99,6,"Os conselhos de fiscalização profissional têm natureza autárquica, integram a Administração Pública e se sujeitam à atividade fiscalizatória do TCU, de modo que devem fornecer as informações necessárias ao pleno exercício da competência do Tribunal."
100,6,"O TCU pode, diante de novos elementos, determinar que o órgão concedente reexamine as prestações de contas de recursos federais repassados a entes públicos ou privados, mesmo já tendo sido as contas anteriormente aprovadas e homologadas pelo próprio concedente. "
101,6,"Nas transferências de recursos do SUS para ressarcimento de despesas já efetivadas com a prestação de serviços de saúde, compete ao TCU examinar a efetiva realização dos serviços informados e a pertinência dos valores, não lhe cabendo a fiscalização da posterior aplicação dos recursos oriundos do ressarcimento."
102,6,"Não compete ao TCU fiscalizar diretamente as empresas delegatárias de serviço público, mas sim examinar se o poder concedente está fiscalizando de forma adequada a execução dos contratos com elas celebrados. "
103,6,"Não cabe ao TCU apurar prejuízo ao erário decorrente de não pagamento ou pagamento a menor de tributo, cuja apuração, lançamento e fiscalização compete aos órgãos arrecadadores, bem assim a interpretação final sobre as hipóteses de incidência, base de cálculo e valor devido."
104,6,"A análise da adequação de leis estaduais que versam sobre renúncia de receita, à Constituição Federal e à Lei de Responsabilidade Fiscal, tem foro adequado de questionamento, respectivamente, no STF e no tribunal de contas do ente federativo, não cabendo ao TCU nem a análise de constitucionalidade de leis estaduais nem a avaliação sobre estar a renúncia de receita aderente, ou não, ao que dispõe a LRF."
